ICD9|ICD10|Description
V54.11|S42.102D|Fractura de parte no especificada de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.109D|Fractura de parte no especificada de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.111D|Fractura desplazada de cuerpo de escápula del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.112D|Fractura desplazada de cuerpo de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.113D|Fractura desplazada de cuerpo de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.114D|Fractura sin desplazamiento de cuerpo de escápula del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.115D|Fractura sin desplazamiento de cuerpo de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.116D|Fractura sin desplazamiento de cuerpo de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.121D|Fractura desplazada de acromion del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.122D|Fractura desplazada de acromion del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.123D|Fractura desplazada de acromion de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.124D|Fractura sin desplazamiento de acromion del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.125D|Fractura sin desplazamiento de acromion del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.126D|Fractura sin desplazamiento de acromion de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.131D|Fractura desplazada de apófisis coracoides del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.132D|Fractura desplazada de apófisis coracoides del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.133D|Fractura desplazada de apófisis coracoides de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.134D|Fractura sin desplazamiento de apófisis coracoides del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.135D|Fractura sin desplazamiento de apófisis coracoides del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.136D|Fractura sin desplazamiento de apófisis coracoides de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.141D|Fractura desplazada de cavidad glenoidea de escápula del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.142D|Fractura desplazada de cavidad glenoidea de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.143D|Fractura desplazada de cavidad glenoidea de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.144D|Fractura sin desplazamiento de cavidad glenoidea de escápula del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.145D|Fractura sin desplazamiento de cavidad glenoidea de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.146D|Fractura sin desplazamiento de cavidad glenoidea de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.151D|Fractura desplazada del cuello de escápula del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.152D|Fractura desplazada del cuello de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.153D|Fractura desplazada del cuello de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.154D|Fractura sin desplazamiento del cuello de escápula del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.155D|Fractura sin desplazamiento del cuello de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.156D|Fractura sin desplazamiento del cuello de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.191D|Fractura de otra parte de escápula del hombro derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.192D|Fractura de otra parte de escápula del hombro izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.199D|Fractura de otra parte de escápula de hombro no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.201D|Fractura no especificada de extremo superior de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.202D|Fractura no especificada de extremo superior de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.209D|Fractura no especificada de extremo superior de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.211D|Fractura no especificada desplazada del cuello quirúrgico de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.212D|Fractura no especificada desplazada del cuello quirúrgico de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.213D|Fractura no especificada desplazada del cuello quirúrgico de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.214D|Fractura no especificada sin desplazamiento del cuello quirúrgico de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.215D|Fractura no especificada sin desplazamiento del cuello quirúrgico de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.216D|Fractura no especificada sin desplazamiento del cuello quirúrgico de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.221D|Fractura en 2 fragmentos desplazada del cuello quirúrgico de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.222D|Fractura en 2 fragmentos desplazada del cuello quirúrgico de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.223D|Fractura en 2 fragmentos desplazada del cuello quirúrgico de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.224D|Fractura en 2 fragmentos sin desplazamiento del cuello quirúrgico de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.225D|Fractura en 2 fragmentos sin desplazamiento del cuello quirúrgico de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.226D|Fractura en 2 fragmentos sin desplazamiento del cuello quirúrgico de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.231D|Fractura en 3 fragmentos del cuello quirúrgico de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.232D|Fractura en 3 fragmentos del cuello quirúrgico de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.239D|Fractura en 3 fragmentos del cuello quirúrgico de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.241D|Fractura en 4 fragmentos del cuello quirúrgico de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.242D|Fractura en 4 fragmentos del cuello quirúrgico de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.249D|Fractura en 4 fragmentos del cuello quirúrgico de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.251D|Fractura desplazada de tuberosidad mayor de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.252D|Fractura desplazada de tuberosidad mayor de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.253D|Fractura desplazada de tuberosidad mayor de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.254D|Fractura sin desplazamiento de tuberosidad mayor de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.255D|Fractura sin desplazamiento de tuberosidad mayor de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.256D|Fractura sin desplazamiento de tuberosidad mayor de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.261D|Fractura desplazada de tuberosidad menor de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.262D|Fractura desplazada de tuberosidad menor de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.263D|Fractura desplazada de tuberosidad menor de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.264D|Fractura sin desplazamiento de tuberosidad menor de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.265D|Fractura sin desplazamiento de tuberosidad menor de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.266D|Fractura sin desplazamiento de tuberosidad menor de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.271D|Fractura en rodete de extremo superior de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.272D|Fractura en rodete de extremo superior de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.279D|Fractura en rodete de extremo superior de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.291D|Otro tipo de fractura desplazada de extremo superior de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.292D|Otro tipo de fractura desplazada de extremo superior de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.293D|Otro tipo de fractura desplazada de extremo superior de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.294D|Otro tipo de fractura sin desplazamiento de extremo superior de húmero derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.295D|Otro tipo de fractura sin desplazamiento de extremo superior de húmero izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.296D|Otro tipo de fractura sin desplazamiento de extremo superior de húmero no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.301D|Fractura no especificada de diáfisis de húmero del brazo derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.302D|Fractura no especificada de diáfisis de húmero del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.309D|Fractura no especificada de diáfisis de húmero de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.311D|Fractura en tallo verde de diáfisis de húmero del brazo derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.312D|Fractura en tallo verde de diáfisis de húmero del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.319D|Fractura en tallo verde de diáfisis de húmero de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.321D|Fractura transversal desplazada de diáfisis de húmero del brazo derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.322D|Fractura transversal desplazada de diáfisis de húmero del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.323D|Fractura transversal desplazada de diáfisis de húmero de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.324D|Fractura transversal sin desplazamiento de diáfisis de húmero del brazo derecho, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.325D|Fractura transversal sin desplazamiento de diáfisis de húmero del brazo izquierdo, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.326D|Fractura transversal sin desplazamiento de diáfisis de húmero de brazo no especificado, contacto sucesivo por fractura con curas rutinarias
V54.11|S42.331D|Fractura oblicua desplazada de diáfisis de húmero del brazo derecho, contacto sucesivo por fractura con curas rutinarias
