source|target
Diabetes mellitus tipo 2 con otra complicación renal diabética|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con retinopatía diabética no especificada con edema macular|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con retinopatía diabética no especificada con edema macular|Trastornos delirantes
Diabetes mellitus tipo 2 con retinopatía diabética no especificada sin edema macular|Esquizofrenia
Diabetes mellitus tipo 2 con retinopatía diabética no especificada sin edema macular|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con retinopatía diabética no especificada sin edema macular|Trastornos delirantes
Diabetes mellitus tipo 2 con catarata diabética|Esquizofrenia
Diabetes mellitus tipo 2 con otras complicaciones oftálmicas diabéticas|Trastornos delirantes
Diabetes mellitus tipo 2 con otras complicaciones oftálmicas diabéticas|Trastornos esquizoafectivos
Diabetes mellitus tipo 2 con neuropatía diabética, no especificada|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con neuropatía diabética, no especificada|Trastornos delirantes
Diabetes mellitus tipo 2 con polineuropatía diabética|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Diabetes mellitus tipo 2 con angiopatía periférica diabética sin gangrena|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con angiopatía periférica diabética sin gangrena|Trastornos delirantes
Diabetes mellitus tipo 2 con otra artropatía diabética|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con otra artropatía diabética|Trastornos delirantes
Diabetes mellitus tipo 2 con otra artropatía diabética|Trastorno psicótico breve
Diabetes mellitus tipo 2 con úlcera en pie|Esquizofrenia
Diabetes mellitus tipo 2 con hipoglucemia sin coma|Esquizofrenia
Diabetes mellitus tipo 2 con hipoglucemia sin coma|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Diabetes mellitus tipo 2 con hiperglucemia|Esquizofrenia
Diabetes mellitus tipo 2 con hiperglucemia|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con hiperglucemia|Trastornos delirantes
Diabetes mellitus tipo 2 con otra complicación especificada |Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 con complicaciones no especificadas|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 sin complicaciones|Esquizofrenia
Diabetes mellitus tipo 2 sin complicaciones|Otros tipos de esquizofrenia
Diabetes mellitus tipo 2 sin complicaciones|Trastorno esquizotípico
Diabetes mellitus tipo 2 sin complicaciones|Trastornos delirantes
Diabetes mellitus tipo 2 sin complicaciones|Trastorno psicótico breve
Diabetes mellitus tipo 2 sin complicaciones|Trastornos esquizoafectivos
Diabetes mellitus tipo 2 sin complicaciones|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Diabetes mellitus tipo 2 sin complicaciones|Trastorno esquizoide de personalidad
Otra diabetes mellitus especificada sin complicaciones|Otros tipos de esquizofrenia
Coma hipoglucémico no diabético|Otros tipos de esquizofrenia
Hipoglucemia, no especificada|Otros tipos de esquizofrenia
Hipoparatiroidismo, no especificado|Esquizofrenia
Hiperprolactinemia|Trastornos delirantes
Hiperprolactinemia|Trastornos esquizoafectivos
Hiperprolactinemia|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Síndrome de secreción inadecuada de hormona antidiurética|Otros tipos de esquizofrenia
Otros tipos de hiperfunción de hipófisis|Otros tipos de esquizofrenia
Otros tipos de hiperfunción de hipófisis|Trastornos delirantes
Otros tipos de hiperfunción de hipófisis|Trastorno psicótico breve
Hipopituitarismo|Otros tipos de esquizofrenia
Diabetes insípida|Esquizofrenia
Diabetes insípida|Otros tipos de esquizofrenia
Insuficiencia suprarrenal primaria|Trastornos delirantes
Hipofunción testicular|Otros tipos de esquizofrenia
Kwashiorkor|Esquizofrenia
Kwashiorkor|Otros tipos de esquizofrenia
Kwashiorkor|Trastornos delirantes
Marasmo nutricional|Esquizofrenia
Marasmo nutricional|Otros tipos de esquizofrenia
Marasmo nutricional|Trastorno psicótico breve
Malnutrición calórico-proteica grave no especificada|Esquizofrenia
Malnutrición calórico-proteica grave no especificada|Otros tipos de esquizofrenia
Malnutrición calórico-proteica moderada|Esquizofrenia
Malnutrición calórico-proteica moderada|Otros tipos de esquizofrenia
Malnutrición calórico-proteica leve|Esquizofrenia
Malnutrición calórico-proteica leve|Otros tipos de esquizofrenia
Malnutrición calórico-proteica leve|Trastornos delirantes
Malnutrición calórico-proteica leve|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Malnutrición calórico-proteica no especificada|Otros tipos de esquizofrenia
Malnutrición calórico-proteica no especificada|Trastornos delirantes
Carencia de otras vitaminas del grupo B especificadas|Esquizofrenia
Carencia de otras vitaminas del grupo B especificadas|Otros tipos de esquizofrenia
Carencia de otras vitaminas del grupo B especificadas|Trastornos delirantes
Carencia de otras vitaminas del grupo B especificadas|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Carencia de hierro|Esquizofrenia
Obesidad mórbida (severa) por exceso de calorías|Esquizofrenia
Obesidad mórbida (severa) por exceso de calorías|Otros tipos de esquizofrenia
Obesidad mórbida (severa) con hipoventilación alveolar|Esquizofrenia
Obesidad mórbida (severa) con hipoventilación alveolar|Otros tipos de esquizofrenia
Obesidad mórbida (severa) con hipoventilación alveolar|Trastornos delirantes
Sobrepeso|Esquizofrenia
Sobrepeso|Otros tipos de esquizofrenia
Obesidad, no especificada|Esquizofrenia
Obesidad, no especificada|Otros tipos de esquizofrenia
Obesidad, no especificada|Trastornos delirantes
Obesidad, no especificada|Trastornos esquizoafectivos
Obesidad, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Otros tipos de hiperalimentación especificados|Otros tipos de esquizofrenia
Galactosemia|Otros tipos de esquizofrenia
Hipercolesterolemia pura|Esquizofrenia
Hipercolesterolemia pura|Otros tipos de esquizofrenia
Hipercolesterolemia pura|Trastornos delirantes
Hipercolesterolemia pura|Trastorno psicótico breve
Hipercolesterolemia pura|Trastorno esquizoide de personalidad
Hipercolesterolemia pura, no especificada|Esquizofrenia
Hipercolesterolemia pura, no especificada|Trastornos delirantes
Hipercolesterolemia pura, no especificada|Trastornos esquizoafectivos
Hipergliceridemia pura|Esquizofrenia
Hipergliceridemia pura|Otros tipos de esquizofrenia
Hipergliceridemia pura|Trastornos delirantes
Hipergliceridemia pura|Trastornos esquizoafectivos
Hiperlipidemia mixta|Esquizofrenia
Hiperlipidemia mixta|Otros tipos de esquizofrenia
Hiperlipidemia mixta|Trastornos delirantes
Hiperlipidemia mixta|Trastorno esquizoide de personalidad
Otros tipos de hiperlipidemia|Otros tipos de esquizofrenia
Otros tipos de hiperlipidemia|Trastornos delirantes
Otros tipos de hiperlipidemia|Trastorno psicótico breve
Otros tipos de hiperlipidemia|Trastorno esquizoide de personalidad
Hiperlipidemia, no especificada|Esquizofrenia
Hiperlipidemia, no especificada|Trastornos delirantes
Hiperlipidemia, no especificada|Trastorno psicótico breve
Hiperlipidemia, no especificada|Trastornos esquizoafectivos
Hiperlipidemia, no especificada|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Trastorno del metabolismo de las lipoproteínas, no especificado|Esquizofrenia
Trastorno del metabolismo de las lipoproteínas, no especificado|Otros tipos de esquizofrenia
Trastorno del metabolismo de las lipoproteínas, no especificado|Trastornos esquizoafectivos
Trastorno del metabolismo de las lipoproteínas, no especificado|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hiperuricemia sin signos de artritis inflamatoria y enfermedad tofácea|Esquizofrenia
Hiperuricemia sin signos de artritis inflamatoria y enfermedad tofácea|Trastornos delirantes
Hiperuricemia sin signos de artritis inflamatoria y enfermedad tofácea|Trastornos esquizoafectivos
Hiperuricemia sin signos de artritis inflamatoria y enfermedad tofácea|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Trastorno del metabolismo del hierro, no especificado|Otros tipos de esquizofrenia
Hemocromatosis hereditaria|Otros tipos de esquizofrenia
Hipomagnesemia|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hipocalcemia|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hipercalcemia|Trastornos delirantes
Deshidratación|Esquizofrenia
Deshidratación|Otros tipos de esquizofrenia
Deshidratación|Trastornos delirantes
Deshidratación|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hiperosmolaridad e hipernatremia|Esquizofrenia
Hiperosmolaridad e hipernatremia|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Hiposmolaridad e hiponatremia|Esquizofrenia
Hiposmolaridad e hiponatremia|Otros tipos de esquizofrenia
Hiposmolaridad e hiponatremia|Trastornos esquizoafectivos
Acidosis|Esquizofrenia
Acidosis|Otros tipos de esquizofrenia
Acidosis|Trastornos delirantes
Acidosis|Trastornos esquizoafectivos
Acidosis|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Alcalosis|Otros tipos de esquizofrenia
Hiperpotasemia|Esquizofrenia
Hipopotasemia|Esquizofrenia
Hipopotasemia|Otros tipos de esquizofrenia
Hipopotasemia|Trastornos delirantes
Sobrecarga de líquidos, no especificada|Esquizofrenia
Sobrecarga de líquidos, no especificada|Trastorno psicótico breve
Otros trastornos del equilibrio de líquidos y electrolitos, no clasificados bajo otro concepto|Otros tipos de esquizofrenia
Carencia de alfa-1-antitripsina|Otros tipos de esquizofrenia
Carencia de alfa-1-antitripsina|Trastornos delirantes
Otros trastornos del metabolismo de las proteínas plasmáticas no clasificados bajo otro concepto|Otros tipos de esquizofrenia
Otros trastornos del metabolismo de las proteínas plasmáticas no clasificados bajo otro concepto|Trastornos delirantes
Síndrome de lisis tumoral|Otros tipos de esquizofrenia
Síndrome metabólico|Esquizofrenia
Síndrome metabólico|Otros tipos de esquizofrenia
Síndrome metabólico|Trastornos esquizoafectivos
Trastorno metabólico, no especificado|Esquizofrenia
Hipotiroidismo posprocedimiento|Esquizofrenia
Hipotiroidismo posprocedimiento|Otros tipos de esquizofrenia
Hipotiroidismo posprocedimiento|Trastornos esquizoafectivos
Demencia vascular, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Esquizofrenia
Demencia vascular, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Otros tipos de esquizofrenia
Demencia vascular, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Trastornos delirantes
Demencia vascular, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Trastornos esquizoafectivos
Demencia vascular, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Demencia vascular, gravedad no especificada, con alteración del comportamiento|Trastornos delirantes
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Esquizofrenia
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Otros tipos de esquizofrenia
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Trastornos delirantes
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Trastornos esquizoafectivos
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, con alteración del comportamiento|Esquizofrenia
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, con alteración del comportamiento|Otros tipos de esquizofrenia
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, con alteración del comportamiento|Trastornos delirantes
Demencia en otras enfermedades clasificadas bajo otro concepto, gravedad no especificada, con alteración del comportamiento|Psicosis no especificada no debida a sustancia o afección fisiológica conocidas
Demencia no especificada, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Esquizofrenia
Demencia no especificada, gravedad no especificada, sin alteración del comportamiento, alteración psicótica, alteración del estado de ánimo ni ansiedad|Otros tipos de esquizofrenia
